ID,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend
6621,0.0,0.0,24.0,1589.583333,0.0,0.007692308,61.20406619,0.0,11,2,2,2,10,0,0
6622,0.0,0.0,3.0,51.5,0.0,0.066666667,0.0,0.0,3,3,2,1,10,0,1
6623,8.0,353.3333333,45.0,2003.415152,0.007142857,0.00755102,5.576720936,0.0,3,2,2,4,2,0,0
6624,0.0,0.0,19.0,1553.8,0.045,0.0825,0.0,0.0,10,3,2,9,13,0,0
6625,3.0,119.375,64.0,2671.06994,0.000275482,0.017352092,37.59646822,0.0,11,2,5,6,2,0,0
6626,0.0,0.0,73.0,2335.6333329999998,0.0,0.0125,2.51591586,0.0,11,2,2,7,11,0,0
6627,0.0,0.0,16.0,530.625,0.0,0.0125,0.0,0.0,11,2,5,3,3,0,1
6628,2.0,63.0,60.0,3135.442572,0.0016666670000000001,0.009358814,0.0,0.0,3,3,2,1,10,0,0
6629,0.0,0.0,60.0,2580.634935,0.0,0.009442743,0.0,0.0,10,1,1,1,2,0,0
6630,0.0,0.0,7.0,178.25,0.028571429,0.057142857000000005,0.0,0.0,12,2,10,6,3,0,0
6631,0.0,0.0,53.0,856.7522398,0.0,0.002272727,0.0,0.0,3,2,2,1,2,0,1
6632,0.0,0.0,12.0,249.5,0.005555556,0.025,0.0,0.0,3,2,7,7,1,0,0
6633,0.0,0.0,4.0,13.0,0.028571429,0.057142857000000005,0.0,0.8,5,2,2,3,4,1,0
6634,3.0,7.0,15.0,398.2566667,0.0,0.025,0.0,0.0,11,1,1,3,2,0,0
6635,0.0,0.0,43.0,1425.183333,0.004651163,0.006976744,0.0,0.8,5,2,6,1,1,0,0
6636,0.0,0.0,16.0,423.5,0.0125,0.0125,0.0,0.0,8,3,2,1,3,0,1
6637,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,5,2,10,3,1,0,0
6638,0.0,0.0,24.0,553.8333332999999,0.0,0.024,8.958652232,0.0,12,2,2,1,2,0,0
6639,0.0,0.0,18.0,345.12,0.04444444400000001,0.072222222,0.0,0.0,8,2,2,3,13,0,0
6640,0.0,0.0,6.0,467.0,0.0,0.016666667,0.0,0.4,2,1,1,3,3,0,0
6641,0.0,0.0,16.0,250.08333330000002,0.0,0.013157895,0.0,0.0,5,2,2,3,2,1,0
6642,0.0,0.0,5.0,280.2,0.0,0.033333333,19.50605707,0.0,8,1,1,4,2,1,0
6643,0.0,0.0,179.0,5996.025,0.010388889,0.038277778,0.0,0.0,5,2,2,8,4,0,1
6644,0.0,0.0,13.0,195.0,0.0,0.008333333,0.0,0.0,5,2,2,1,4,0,0
6645,0.0,0.0,11.0,142.16666669999998,0.02,0.03,0.0,0.0,5,2,2,9,4,0,1
6646,6.0,114.33333329999999,106.0,3163.096825,0.011664747,0.021393867,1.307682317,0.0,11,3,2,6,13,0,0
6647,0.0,0.0,17.0,212.25,0.0,0.023529412000000003,0.0,0.0,12,2,2,1,20,0,0
6648,1.0,40.0,61.0,2072.991919,0.005952381,0.036507937000000004,0.0,0.6,5,2,2,3,2,0,0
6649,0.0,0.0,6.0,56.5,0.066666667,0.11666666699999999,0.0,0.0,5,2,6,1,3,0,1
6650,0.0,0.0,100.0,2852.013141,0.000444444,0.024301656,0.0,0.0,12,2,2,1,2,0,0
6651,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,12,2,2,1,13,0,0
6652,0.0,0.0,78.0,2588.077268,0.008333333,0.012068881000000002,2.554071429,0.0,5,3,2,2,6,0,1
6653,0.0,0.0,3.0,33.2,0.0,0.066666667,0.0,0.0,6,1,1,3,1,0,1
6654,0.0,0.0,36.0,1388.2,0.005555556,0.027777778,0.0,0.0,11,2,2,3,2,0,1
6655,0.0,0.0,54.0,3371.05,0.003773585,0.022012578999999997,0.0,0.0,7,2,4,1,3,0,0
6656,0.0,0.0,9.0,79.75,0.0,0.025,0.0,0.0,12,2,4,1,2,0,1
6657,0.0,0.0,53.0,1062.749495,0.007843137,0.019263449,0.0,0.4,5,1,1,1,4,0,0
6658,0.0,0.0,8.0,203.0,0.0125,0.0375,0.0,0.0,5,2,2,5,2,0,1
6659,0.0,0.0,7.0,131.8,0.0,0.02,88.84365062,0.0,10,2,2,7,2,0,0
6660,0.0,0.0,10.0,349.1111111,0.02,0.02,88.39170518,0.0,10,3,2,1,20,0,1
6661,0.0,0.0,4.0,75.6,0.0,0.028571429,0.0,0.0,8,2,2,7,4,0,0
6662,0.0,0.0,26.0,781.5,0.007692308,0.030769231,0.0,0.2,5,2,2,2,3,0,0
6663,2.0,31.0,47.0,1541.3274509999999,0.000653595,0.023288614,0.0,0.8,5,3,3,8,4,0,0
6664,0.0,0.0,36.0,943.6190475999999,0.031944444,0.048194444,0.0,0.2,5,3,2,1,13,0,0
6665,0.0,0.0,3.0,190.0,0.033333333,0.1,0.0,0.0,3,2,2,4,1,0,0
6666,0.0,0.0,81.0,2833.814103,0.00021645,0.025137085,0.0,0.0,11,4,1,7,2,0,0
6667,0.0,0.0,84.0,4894.851299,0.0026829270000000003,0.028446662,0.0,0.0,11,2,2,3,1,0,1
6668,0.0,0.0,10.0,565.5,0.0,0.015384615,0.0,0.0,12,8,13,9,20,2,0
6669,0.0,0.0,16.0,1154.766667,0.005263158,0.026315789,0.0,0.0,5,2,4,1,2,0,1
6670,0.0,0.0,98.0,3098.649444,0.018814433000000002,0.037472815,6.153201384,0.0,8,2,2,6,1,0,0
6671,0.0,0.0,19.0,926.6333332999999,0.011111111000000002,0.02962963,0.0,0.0,3,2,2,2,1,0,1
6672,0.0,0.0,6.0,551.5,0.033333333,0.07777777799999999,0.0,0.0,11,3,2,4,11,0,1
6673,0.0,0.0,5.0,240.5,0.08,0.07,0.0,0.0,5,1,1,1,3,0,0
6674,2.0,15.0,19.0,512.0666666999999,0.00952381,0.033333333,0.0,0.0,5,2,2,1,4,0,0
6675,1.0,0.0,21.0,696.225,0.008333333,0.018055556,0.0,0.0,11,1,1,4,2,0,0
6676,2.0,162.5,49.0,572.0610389999999,0.004,0.027944444,0.0,0.0,12,2,2,1,6,0,0
6677,0.0,0.0,3.0,47.2,0.033333333,0.05,0.0,0.0,8,1,1,1,4,1,0
6678,0.0,0.0,16.0,360.0,0.0,0.010526316,0.0,0.0,5,2,2,1,16,1,0
6679,0.0,0.0,79.0,2619.109709,0.016315048999999998,0.020747988000000002,0.0,0.0,11,1,1,3,10,0,1
6680,0.0,0.0,2.0,64.5,0.0,0.05,0.0,0.0,11,3,2,8,2,0,0
6681,0.0,0.0,11.0,352.5,0.0,0.03,0.0,0.0,12,2,2,1,1,0,0
6682,0.0,0.0,8.0,392.4,0.0,0.04,0.0,0.0,5,1,1,3,1,0,0
6683,0.0,0.0,10.0,45.2,0.08,0.1,0.0,0.0,8,1,1,1,3,0,0
6684,0.0,0.0,8.0,131.5833333,0.02,0.013333333000000001,0.0,0.0,11,3,2,1,2,1,0
6685,0.0,0.0,45.0,3166.333333,0.0,0.004891304,4.859624751,0.0,8,2,2,2,1,0,1
6686,0.0,0.0,5.0,171.5,0.0,0.02,0.0,0.0,3,1,1,1,2,0,0
6687,0.0,0.0,57.0,2167.1269239999997,0.008181818,0.017137357,12.360043,0.0,11,3,2,3,1,0,1
6688,0.0,0.0,98.0,2260.838889,0.004040404,0.007070707,32.9346011,0.0,11,2,4,1,3,1,0
6689,3.0,112.0,42.0,2132.683333,0.021288515,0.041498896,0.0,0.6,5,1,1,3,2,0,0
6690,0.0,0.0,7.0,157.0,0.0,0.014285714,0.0,0.0,3,3,2,1,2,0,0
6691,3.0,95.0,95.0,2411.789279,0.0,0.01068254,16.78420229,0.0,5,3,2,5,6,0,0
6692,0.0,0.0,19.0,456.9,0.0,0.0125,0.0,0.0,8,2,2,8,6,1,1
6693,0.0,0.0,4.0,61.0,0.0,0.025,0.0,0.0,5,1,1,4,4,0,0
6694,0.0,0.0,1.0,31.2,0.0,0.04,0.0,0.0,9,2,4,4,2,0,1
6695,2.0,10.0,16.0,401.95,0.004761905,0.013015873,0.0,0.0,5,1,1,1,3,0,0
6696,0.0,0.0,9.0,199.1333333,0.0,0.006060606,0.0,0.0,7,1,1,1,2,1,0
6697,0.0,0.0,18.0,315.69444439999995,0.0,0.0029411759999999998,0.0,0.0,11,1,1,8,8,1,0
6698,0.0,0.0,7.0,248.0,0.057142857000000005,0.08095238099999999,0.0,0.0,11,3,2,3,13,0,0
6699,0.0,0.0,10.0,445.0,0.016666667,0.033333333,0.0,0.0,12,2,2,4,2,1,1
6700,0.0,0.0,5.0,190.6,0.0,0.02,0.0,0.0,7,2,2,5,1,0,1
6701,1.0,7.0,10.0,672.5142857000001,0.0,0.018181818,60.71287168,0.0,9,1,1,7,2,0,0
6702,0.0,0.0,41.0,803.5077381,0.0,0.008424908,0.0,0.0,12,1,2,1,8,0,1
6703,0.0,0.0,8.0,143.2,0.0,0.029166667,0.0,0.0,11,3,2,1,2,0,0
6704,1.0,29.5,59.0,1609.313889,0.010447761,0.030795428,12.44030746,0.0,5,2,4,4,2,0,1
6705,0.0,0.0,14.0,183.66666669999998,0.0,0.004761905,0.0,0.0,3,3,2,3,3,0,0
6706,0.0,0.0,72.0,2347.716667,0.028169014,0.037793427000000004,0.0,0.8,5,3,2,1,13,0,0
6707,0.0,0.0,4.0,34.0,0.1,0.125,0.0,0.0,3,3,2,3,3,0,0
6708,0.0,0.0,12.0,271.0,0.0,0.014285714,0.0,0.0,8,1,8,4,6,0,0
6709,0.0,0.0,37.0,1234.525,0.0,0.020720721,0.0,0.0,12,1,2,5,3,0,0
6710,0.0,0.0,67.0,2891.744571,0.013235294,0.023901832999999997,0.0,0.0,11,3,2,1,13,0,1
6711,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,11,2,2,1,6,1,0
6712,2.0,243.0,19.0,681.6190475999999,0.0,0.011794872,28.29538462,1.0,5,2,2,1,2,0,1
6713,0.0,0.0,5.0,108.0,0.0,0.04,0.0,0.0,12,2,2,1,2,1,0
6714,1.0,28.2,24.0,203.06777780000002,0.0,0.008,44.35972562,0.0,6,2,2,1,4,0,0
6715,0.0,0.0,35.0,1608.7,0.0,0.002857143,0.0,0.0,9,2,4,3,2,1,0
6716,0.0,0.0,50.0,824.6666667000001,0.0,0.003921569000000001,0.0,0.0,5,2,2,2,4,0,0
6717,0.0,0.0,20.0,473.5,0.026111111,0.028996212,14.88419318,0.0,12,3,2,1,1,0,0
6718,0.0,0.0,16.0,283.75,0.0125,0.025,0.0,0.0,11,2,2,1,11,0,0
6719,0.0,0.0,4.0,42.0,0.0,0.066666667,0.0,0.0,3,1,2,7,3,0,0
6720,0.0,0.0,57.0,1878.1958329999998,0.003472222,0.010446429,5.0026697769999995,0.0,11,2,2,4,8,1,0
6721,0.0,0.0,21.0,467.95238099999995,0.047619048,0.068253968,0.0,0.0,5,2,5,1,3,0,0
6722,1.0,17.0,80.0,1143.371078,0.002463054,0.019057903,12.45099015,0.0,5,1,1,3,3,0,1
6723,3.0,22.5,108.0,4033.4719979999995,0.007402653,0.013739852,24.02645488,0.0,5,3,2,9,13,0,1
6724,0.0,0.0,17.0,433.13333330000006,0.023529412000000003,0.051960784,0.0,1.0,5,3,2,4,4,0,1
6725,5.0,86.0,26.0,466.5,0.0,0.006666666999999999,0.0,0.0,5,2,2,1,4,0,0
6726,2.0,107.0,39.0,1056.511364,0.02,0.031666667,0.0,0.0,12,3,2,1,1,0,1
6727,0.0,0.0,31.0,457.40477989999994,0.0,0.026938057,0.0,0.8,5,2,2,7,1,0,0
6728,3.0,83.0,18.0,511.5,0.00952381,0.028571429,0.0,0.0,5,2,2,6,1,0,0
6729,0.0,0.0,62.0,1846.6666670000002,0.006060606,0.018939394,0.0,0.0,8,2,2,1,3,0,0
6730,1.0,36.33333333,31.0,1124.916667,0.0,0.014672365,18.08584615,0.0,5,2,4,5,5,1,0
6731,0.0,0.0,20.0,2271.0,0.0,0.025,0.0,0.0,3,2,2,1,1,0,0
6732,1.0,0.0,121.0,4875.106113,0.011806061000000001,0.020025438,0.0,0.0,11,3,2,1,13,0,0
6733,5.0,625.5,34.0,1588.666667,0.0,0.013800705,0.0,0.0,3,2,2,5,2,0,0
6734,1.0,0.0,15.0,2026.4761899999999,0.011764706000000002,0.07254902,0.0,0.0,5,4,1,1,1,0,0
6735,0.0,0.0,48.0,4346.916667,0.020138889,0.034791667000000005,0.0,0.0,5,3,2,2,13,0,0
6736,0.0,0.0,11.0,216.0,0.018181818,0.036363636,0.0,0.0,5,2,5,1,1,0,0
6737,4.0,102.0,93.0,2835.417641,0.00754386,0.037316087000000005,0.0,0.0,12,2,2,4,1,0,0
6738,0.0,0.0,2.0,67.0,0.0,0.1,0.0,0.0,3,1,1,4,1,0,0
6739,0.0,0.0,32.0,2258.175,0.0,0.025714286,38.19067209,0.0,11,2,2,9,2,0,0
6740,0.0,0.0,13.0,893.2166667000001,0.0,0.008333333,23.988000000000003,0.0,5,2,2,6,2,1,1
6741,0.0,0.0,18.0,1066.5,0.0,0.0050724640000000005,0.0,0.0,3,2,2,7,2,1,0
6742,0.0,0.0,1.0,68.0,0.0,0.1,0.0,0.0,5,2,2,3,2,0,0
6743,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,3,3,2,1,1,0,0
6744,0.0,0.0,50.0,1831.903509,0.0,0.010333333,52.03463312,0.0,12,2,4,3,8,0,0
6745,0.0,0.0,30.0,823.5,0.0,0.0016666670000000001,0.0,0.0,3,3,2,1,11,1,0
6746,0.0,0.0,4.0,88.0,0.0,0.02,0.0,0.0,12,1,1,1,3,0,0
6747,0.0,0.0,44.0,1113.309524,0.008333333,0.015625,18.9160732,0.0,12,3,2,1,1,0,0
6748,0.0,0.0,24.0,663.0,0.0375,0.066666667,0.0,0.0,12,2,2,1,1,0,0
6749,3.0,303.625,96.0,2478.0708329999998,0.007355769,0.018144023000000002,0.0,0.0,12,1,1,3,2,0,0
6750,0.0,0.0,66.0,4415.333333,0.009950249,0.02453119,0.0,0.4,5,2,2,6,11,0,0
6751,0.0,0.0,2.0,5.0,0.0,0.1,0.0,0.0,3,2,2,1,13,0,1
6752,2.0,54.4,13.0,421.7857143,0.0,0.023529412000000003,0.0,0.0,11,1,1,3,2,1,0
6753,0.0,0.0,25.0,293.4166667,0.0,0.013461538,0.0,0.0,11,3,2,3,10,0,1
6754,0.0,0.0,11.0,234.1,0.0,0.022222222000000003,0.0,0.0,12,3,2,1,2,0,0
6755,0.0,0.0,21.0,1045.0,0.0,0.031746032,0.0,0.0,5,2,6,2,13,0,0
6756,0.0,0.0,15.0,521.8666667,0.0,0.00625,0.0,0.0,6,2,2,9,2,1,0
6757,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,11,2,2,7,11,0,1
6758,1.0,31.2,45.0,812.2873893999999,0.0,0.022732152000000002,4.395471543999999,0.0,8,2,4,3,2,0,0
6759,0.0,0.0,19.0,447.71666669999996,0.0,0.011111111000000002,0.0,0.0,9,3,2,1,2,0,1
6760,0.0,0.0,33.0,2760.716667,0.038596491000000004,0.056282051,0.0,0.0,3,4,2,1,13,0,0
6761,3.0,106.8,80.0,4240.036204999999,0.000169693,0.011635537,1.257695521,0.0,7,3,2,1,2,0,0
6762,0.0,0.0,1.0,41.5,0.133333333,0.15,0.0,0.0,12,3,2,3,1,0,1
6763,0.0,0.0,43.0,811.3809524000001,0.006122449,0.026328773,14.92797811,0.0,10,2,2,5,2,0,0
6764,2.0,559.0,44.0,1470.333333,0.016,0.019207791999999998,7.435866667000001,0.0,5,1,2,1,4,0,1
6765,0.0,0.0,20.0,855.6666667000002,0.0,0.013157895,0.0,0.0,11,2,2,9,20,1,0
6766,0.0,0.0,5.0,97.16666667,0.0,0.033333333,0.0,0.0,5,1,1,3,3,0,0
6767,1.0,2.0,27.0,407.6833333,0.006666666999999999,0.011555556000000002,0.0,0.0,7,2,2,1,4,0,0
6768,0.0,0.0,14.0,327.0,0.0,0.00625,0.0,0.0,3,1,1,1,9,0,1
6769,0.0,0.0,22.0,164.91666669999998,0.009090909,0.04393939400000001,0.0,0.6,5,2,2,2,4,0,0
6770,2.0,46.66666667,20.0,1267.1555560000002,0.001481481,0.017977208,16.1728,0.0,3,2,2,3,2,0,0
6771,0.0,0.0,28.0,682.2,0.001212121,0.007272727,13.11145455,0.0,5,2,2,5,13,0,0
6772,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,3,1,1,1,1,0,0
6773,0.0,0.0,13.0,549.2,0.019230768999999998,0.045421245,0.0,0.0,11,3,2,6,2,0,0
6774,4.0,384.0,52.0,4699.277778,0.007258065,0.018233487,11.1076505,0.0,3,2,2,1,2,0,0
6775,1.0,17.66666667,18.0,1262.0,0.0,0.00952381,0.0,0.0,3,2,2,1,2,1,0
6776,0.0,0.0,55.0,3057.0458329999997,0.011666667,0.018737892,0.0,0.0,11,2,2,4,2,0,0
6777,3.0,37.83333333,378.0,12003.317579999999,0.003655352,0.023352993,0.0,0.0,11,2,2,1,2,0,0
6778,0.0,0.0,47.0,1459.576667,0.010416667,0.017638888999999998,0.0,0.0,10,1,1,3,3,0,0
6779,1.0,42.4,12.0,285.68,0.015384615,0.038461537999999997,0.0,0.0,8,2,6,4,3,0,1
6780,2.0,8.0,27.0,2968.9,0.021428571,0.036904762,0.0,0.0,11,3,2,6,1,0,0
6781,0.0,0.0,81.0,4536.308139,0.032304527,0.054759418,0.0,0.0,7,3,2,1,1,0,0
6782,3.0,30.2,52.0,1968.942963,0.004166667,0.023015892000000003,17.75267237,0.0,6,3,3,3,2,0,1
6783,0.0,0.0,4.0,118.0,0.05,0.066666667,0.0,0.0,5,1,1,2,3,0,0
6784,1.0,18.2,20.0,318.7666667,0.0,0.009876543,0.0,0.0,10,2,2,3,2,1,0
6785,0.0,0.0,22.0,2464.9,0.003030303,0.051515152,0.0,0.8,5,2,2,6,1,0,0
6786,4.0,909.25,337.0,11835.10389,0.005228377,0.015719446,0.0,0.0,11,1,2,1,2,0,0
6787,0.0,0.0,21.0,584.1333333,0.0,0.007142857,0.0,0.0,5,2,2,4,4,0,1
6788,3.0,62.0,11.0,196.2,0.0,0.013333333000000001,0.0,0.0,3,2,2,1,10,0,0
6789,0.0,0.0,39.0,905.6,0.012820513,0.021245421,0.0,0.0,5,3,2,1,3,0,0
6790,0.0,0.0,11.0,1435.0,0.054545455,0.109090909,0.0,0.0,5,2,2,1,1,0,1
6791,0.0,0.0,4.0,957.0,0.16190476199999998,0.096298701,0.0,0.0,3,3,2,8,10,0,0
6792,0.0,0.0,5.0,36.0,0.0,0.033333333,0.0,0.0,3,1,1,3,11,0,0
6793,0.0,0.0,6.0,619.0,0.0,0.025,0.0,0.0,5,1,8,2,11,0,0
6794,0.0,0.0,5.0,94.5,0.0,0.04,0.0,0.0,3,2,2,1,1,0,0
6795,0.0,0.0,8.0,292.5,0.0,0.027272727000000004,0.0,0.0,3,2,2,1,3,0,1
6796,0.0,0.0,9.0,389.0,0.12222222199999999,0.12222222199999999,0.0,0.2,5,3,2,2,13,0,0
6797,0.0,0.0,11.0,146.5,0.018181818,0.018181818,0.0,0.0,11,1,1,1,2,1,0
6798,1.0,18.0,36.0,833.0833332999999,0.032432432000000004,0.055225225,0.0,1.0,5,1,1,7,3,0,1
6799,0.0,0.0,19.0,960.7333332999999,0.015789473999999998,0.051754386,0.0,0.0,5,2,2,4,6,0,1
6800,0.0,0.0,13.0,813.8,0.0,0.030769231,32.43738462,0.0,5,1,1,3,4,0,1
6801,0.0,0.0,19.0,751.3333332999999,0.0,0.002777778,13.62630613,0.0,3,2,2,1,2,0,1
6802,0.0,0.0,33.0,880.6333332999999,0.0,0.034117647,0.0,0.0,12,2,2,4,3,0,0
6803,1.0,0.0,6.0,36.90277778,0.0,0.08666666699999999,0.0,0.0,11,2,2,2,2,0,0
6804,0.0,0.0,15.0,791.0,0.0,0.031111111,19.34826667,0.0,5,2,2,6,1,0,0
6805,2.0,19.0,65.0,2163.1323260000004,0.0,0.011780384,0.0,0.0,11,2,2,8,2,1,0
6806,0.0,0.0,8.0,171.25,0.038888888999999996,0.067222222,0.0,0.0,12,3,2,3,1,0,0
6807,0.0,0.0,7.0,289.5,0.0,0.014285714,0.0,0.0,3,1,1,1,1,0,1
6808,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,10,2,2,6,2,0,0
6809,0.0,0.0,8.0,57.0,0.0,0.057142857000000005,0.0,0.0,3,1,2,4,8,1,0
6810,0.0,0.0,86.0,2554.5623809999997,0.023255814,0.041100372,0.0,0.0,9,2,2,1,1,0,0
6811,3.0,118.1,10.0,184.1,0.0,0.035714286,0.0,0.0,6,2,2,8,4,0,0
6812,0.0,0.0,3.0,103.6,0.0,0.033333333,0.0,0.0,7,3,2,1,6,0,0
6813,0.0,0.0,2.0,96.0,0.0,0.1,0.0,0.0,5,2,7,4,3,0,0
6814,0.0,0.0,88.0,2638.244429,0.004395604,0.022464738999999997,8.27583441,0.0,11,1,1,8,10,0,1
6815,0.0,0.0,4.0,36.0,0.0,0.033333333,0.0,0.0,5,2,2,4,1,0,0
6816,0.0,0.0,17.0,399.5,0.017647059,0.047058824000000006,0.0,0.0,12,2,2,1,2,0,0
6817,0.0,0.0,30.0,805.7833333,0.0,0.0203125,0.0,0.0,12,2,2,4,2,0,0
6818,0.0,0.0,3.0,110.0,0.0,0.016666667,0.0,0.2,5,3,2,3,4,0,0
6819,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,11,1,1,1,1,2,0
6820,0.0,0.0,21.0,555.8944444,0.0,0.002380952,24.75047619,0.0,3,1,1,1,2,1,0
6821,0.0,0.0,2.0,1207.0,0.0,0.05,0.0,0.0,5,3,3,3,1,0,0
6822,0.0,0.0,101.0,7220.776667,0.001960784,0.013366013000000001,3.9981841410000003,0.0,11,2,2,7,3,0,0
6823,0.0,0.0,2.0,71.5,0.0,0.05,0.0,0.0,12,3,2,1,10,0,0
6824,0.0,0.0,21.0,1429.616667,0.0,0.00952381,0.0,0.0,11,1,1,2,2,1,0
6825,0.0,0.0,114.0,1403.720238,0.0,0.000589971,255.5691579,0.0,11,4,5,2,8,0,0
6826,0.0,0.0,47.0,1299.833333,0.008333333,0.032638889,0.0,0.0,10,2,2,3,1,0,0
6827,0.0,0.0,55.0,1042.242857,0.0,0.0022222220000000003,0.0,0.0,3,4,2,1,2,1,0
6828,6.0,137.83333330000002,15.0,1605.583333,0.011594203,0.037267081,0.0,0.0,11,2,10,1,2,0,0
6829,0.0,0.0,47.0,1708.625,0.008695652,0.01884058,5.909295032999999,0.0,12,2,2,7,2,0,0
6830,0.0,0.0,3.0,397.8,0.0,0.0,0.0,0.0,8,2,2,1,4,0,0
6831,0.0,0.0,1.0,0.0,0.053333333,0.093333333,0.0,0.0,9,3,2,3,6,0,0
6832,0.0,0.0,2.0,64.4,0.0,0.1,0.0,0.0,8,3,2,6,20,0,0
6833,2.0,44.5,20.0,1115.266667,0.0,0.020661157,0.0,0.0,3,1,2,3,10,0,0
6834,0.0,0.0,48.0,2307.661212,0.025510203999999998,0.035488427999999995,4.348145623,0.0,10,1,1,4,1,0,1
6835,0.0,0.0,75.0,1775.2416670000002,0.001333333,0.019428571000000002,0.0,0.0,11,2,6,5,3,0,1
6836,0.0,0.0,27.0,867.7777777999999,0.0,0.004487179,0.0,0.0,12,2,2,3,1,1,0
6837,0.0,0.0,8.0,458.5,0.025,0.03,0.0,0.0,9,3,2,1,11,0,0
6838,2.0,75.5,109.0,4008.578283,0.0030030029999999997,0.01899841,0.0,0.0,11,2,2,1,2,0,0
6839,1.0,19.6,184.0,3579.7859,0.0,0.00381931,138.3208342,0.0,10,2,2,3,20,0,0
6840,1.0,0.0,55.0,1699.327668,0.0,0.008461558000000001,16.48421053,0.0,5,2,2,6,4,0,0
6841,0.0,0.0,3.0,514.0,0.0,0.066666667,0.0,0.0,3,2,2,3,1,0,0
6842,1.0,7.0,27.0,916.9222222000001,0.0,0.009677419,0.0,0.0,11,1,2,1,8,1,1
6843,0.0,0.0,21.0,308.4583333,0.027272727000000004,0.04393939400000001,0.0,0.0,12,2,2,1,13,0,0
6844,2.0,98.8,84.0,8365.602222,0.008914729,0.037209302,0.0,0.0,9,2,2,5,1,0,0
6845,1.0,9.0,59.0,985.3151515000001,0.0,0.004545455,167.23083359999998,0.0,11,2,2,4,10,0,1
6846,0.0,0.0,25.0,1074.683333,0.0125,0.01875,19.23268976,0.0,11,1,1,6,4,0,0
6847,1.0,0.0,26.0,668.5,0.0,0.0074074069999999995,0.0,0.0,11,2,2,3,1,0,0
6848,2.0,110.86666670000001,67.0,3264.128466,0.01352657,0.021901262,0.0,0.0,8,1,1,1,2,0,0
6849,0.0,0.0,107.0,3723.529739,0.0010942760000000001,0.01972313,0.0,0.0,11,2,2,1,2,0,0
6850,0.0,0.0,32.0,2632.7,0.00625,0.013541667,0.0,0.0,11,1,1,1,3,0,1
6851,0.0,0.0,10.0,217.6,0.0,0.0,0.0,0.0,11,3,2,2,2,1,1
6852,0.0,0.0,5.0,100.41666670000001,0.0,0.02,0.0,0.0,12,1,2,6,8,1,0
6853,0.0,0.0,27.0,1115.75,0.015384615,0.034615385,0.0,0.0,5,2,2,1,13,0,0
6854,0.0,0.0,17.0,331.8375,0.033333333,0.051234568,0.0,0.0,12,2,2,1,1,0,1
6855,0.0,0.0,5.0,23.0,0.11,0.15,0.0,0.0,11,2,2,3,13,0,0
6856,5.0,95.65,95.0,2383.139223,0.019666667,0.036723457,0.0,0.0,8,3,2,1,3,0,0
6857,0.0,0.0,26.0,433.6366666999999,0.0,0.007692308,0.0,0.0,7,2,5,3,3,1,1
6858,0.0,0.0,20.0,2065.15,0.005,0.034444444,0.0,0.8,5,1,1,1,3,0,0
6859,0.0,0.0,34.0,731.5238095,0.020588235,0.042647059,0.0,0.8,5,2,2,1,1,0,0
6860,0.0,0.0,53.0,2438.075,0.005357143000000001,0.017261905,29.04476648,0.0,11,2,2,1,6,0,1
6861,0.0,0.0,17.0,930.3666667000001,0.018181818,0.017272726999999998,0.0,0.0,8,2,2,3,4,0,0
6862,0.0,0.0,11.0,224.0,0.016666667,0.022222222000000003,47.65566667,0.0,5,2,5,1,4,0,0
6863,0.0,0.0,4.0,46.75,0.0,0.05,0.0,0.0,11,1,1,3,3,0,0
6864,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,11,2,2,7,8,1,0
6865,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,11,2,2,3,1,0,0
6866,0.0,0.0,15.0,478.26,0.0,0.015384615,0.0,0.0,11,2,2,8,20,0,0
6867,0.0,0.0,10.0,640.875,0.0,0.011111111000000002,18.85445822,0.0,11,2,2,1,2,0,0
6868,0.0,0.0,40.0,2338.95,0.017073171,0.030325203,9.472914356,0.0,11,1,1,1,3,0,0
6869,0.0,0.0,3.0,20.0,0.0,0.066666667,0.0,0.0,12,2,4,3,2,0,0
6870,1.0,0.0,10.0,647.6666667000001,0.016666667,0.04,0.0,0.0,5,2,4,1,2,0,1
6871,0.0,0.0,10.0,176.8,0.0,0.0375,0.0,0.0,6,3,2,5,4,0,0
6872,0.0,0.0,6.0,339.5,0.0,0.016666667,124.9045858,0.0,11,2,6,9,20,1,0
6873,1.0,19.0,11.0,314.25,0.0,0.003333333,0.0,0.0,5,2,2,1,2,1,1
6874,0.0,0.0,3.0,17.0,0.0,0.033333333,0.0,0.0,3,1,1,1,3,0,0
6875,4.0,220.0,112.0,3556.3467950000004,0.008403361,0.021415475,0.0,0.0,12,2,4,1,2,0,0
